age,height_cm,weight_kgs,nationality,overall_rating,potential,wage,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,club_team,club_rating,club_position,club_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,GK_diving,GK_handling,GK_kicking,GK_positioning,GK_reflexes,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,position_first,position_second,position_third,upper_work_rate,down_work_rate,num_of_work_rate,value
23,1.8288,78.9,113,67,67,0.019577911,0,1,3,2,5,0.023071754,454,73,28,19,55,32,61,56,29,56,45,29,58,62,69,68,57,67,65,35,63,65,73,35,65,68,49,40,36,48,67,75,73,8,6,11,16,14,53,53,53,56,54,54,54,56,55,55,55,58,58,58,58,58,66,66,66,66,66,68,70,70,70,68,6,0,0,2,3,0.666666667,2481203.671
21,1.9304,83.9,57,55,63,0,1,1,2,2,5,0.000925986,316,69,21,34,28,19,60,47,30,26,23,18,34,33,50,54,40,41,41,42,49,48,71,23,47,51,23,18,27,52,53,60,53,8,6,6,7,14,38,38,38,34,34,34,34,34,33,33,33,36,37,37,37,36,47,48,48,48,47,50,56,56,56,50,1,0,0,2,3,0.666666667,110000
24,1.7272,74.8,84,63,67,0,0,1,2,2,5,0.003083284,342,66,21,24,58,57,45,56,35,61,59,41,57,61,85,84,80,50,64,66,55,66,58,55,59,55,67,47,44,63,47,42,43,10,12,13,8,9,62,62,62,64,62,62,62,64,61,61,61,63,58,58,58,63,58,55,55,55,58,57,52,52,52,57,11,0,0,1,3,0.333333333,475000
20,1.9558,79.8,122,59,74,0.002202643,1,1,3,2,3,0.003428652,34,71,28,30,32,28,57,52,23,29,41,59,38,32,66,68,49,56,68,54,69,34,62,51,55,58,27,33,44,45,60,60,57,12,13,7,15,5,45,45,45,42,42,42,42,42,42,42,42,41,43,43,43,41,51,52,52,52,51,54,59,59,59,54,1,0,0,2,3,0.666666667,300000
20,1.5494,78,44,51,67,0,1,1,3,2,3,0.000765816,73,66,21,41,27,21,53,32,22,30,29,28,23,29,53,63,39,43,59,38,66,56,61,18,50,47,22,27,35,46,49,52,50,13,10,10,5,9,37,37,37,34,34,34,34,34,32,32,32,35,34,34,34,35,45,43,43,43,45,48,51,51,51,48,1,0,0,3,3,1,70000
34,1.8542,78,144,74,74,0.024229075,1,1,2,1,5,0.028465316,57,71,5,1,12,13,16,24,12,13,11,14,23,13,41,56,61,74,51,22,78,30,59,12,32,24,16,36,10,65,14,15,15,74,72,68,73,76,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,2800000
35,1.8542,73.9,18,74,74,0.044052863,1,1,3,3,3,0.015951989,334,74,10,13,70,69,66,73,67,74,74,75,74,75,68,72,66,76,69,68,70,74,71,72,65,75,66,77,72,82,80,67,73,8,7,12,10,12,72,72,72,73,73,73,73,73,74,74,74,74,75,75,75,74,75,75,75,75,75,74,73,73,73,74,2,0,0,3,3,1,1700000
25,1.8288,74.8,76,68,72,0.028634361,0,1,3,3,5,0.023071754,213,72,21,39,67,38,66,61,44,64,63,41,48,67,62,68,62,66,64,55,65,65,60,39,57,67,56,41,40,63,69,68,68,5,12,5,7,12,58,58,58,60,59,59,59,60,58,58,58,62,59,59,59,62,68,64,64,64,68,68,67,67,67,68,6,2,9,1,3,0.333333333,975000
21,1.8796,87.1,150,68,78,0.015418502,1,1,2,3,5,0.01445039,224,74,21,21,37,67,56,59,64,71,63,40,50,64,76,78,66,62,65,71,54,53,78,64,42,18,65,61,62,58,20,19,17,6,6,5,5,14,68,68,68,66,68,68,68,66,66,66,66,64,58,58,58,64,45,44,44,44,45,42,40,40,40,42,14,0,0,3,3,1,1500000
26,1.524,64.9,29,66,71,0,1,1,2,2,5,0.005440794,403,69,28,8,56,62,45,70,54,55,31,36,62,67,63,66,75,67,69,60,70,65,68,68,58,59,49,63,40,60,65,67,60,14,11,11,10,12,61,61,61,63,63,63,63,63,65,65,65,63,65,65,65,63,65,66,66,66,65,64,64,64,64,64,2,0,0,3,3,1,725000
32,1.5494,71.2,118,63,63,0.002202643,0,1,3,2,5,0.002127266,388,67,28,44,66,45,60,65,33,47,60,68,65,62,58,59,68,63,70,64,77,63,66,54,67,60,37,56,59,64,59,62,61,14,7,7,16,13,55,55,55,57,56,56,56,57,57,57,57,58,60,60,60,58,63,64,64,64,63,63,64,64,64,63,1,0,0,3,3,1,250000
36,1.8288,77.1,147,70,70,0.00660793,1,1,3,3,5,0.005941328,543,69,24,8,53,73,69,59,74,64,65,61,46,69,50,45,58,73,56,76,69,79,65,65,67,46,80,61,72,70,49,48,44,8,16,10,13,8,71,71,71,65,69,69,69,65,66,66,66,64,64,64,64,64,58,58,58,58,58,57,57,57,57,57,14,0,0,1,1,1,825000
22,1.8542,69.9,27,67,76,0,1,1,2,2,3,0.00794346,110,67,18,6,56,37,63,56,37,45,35,41,41,55,63,69,64,58,34,51,72,73,71,45,63,60,42,37,46,52,71,70,68,15,9,14,12,15,53,53,53,53,51,51,51,53,51,51,51,54,53,53,53,54,64,61,61,61,64,65,67,67,67,65,1,10,0,3,3,1,1000000
27,1.524,77.1,57,63,64,0.002202643,1,1,5,3,5,0.003178385,210,65,21,22,59,61,54,64,57,66,50,41,54,64,69,67,73,63,76,61,71,60,68,52,59,47,58,56,49,60,40,46,45,14,9,9,11,7,63,63,63,64,64,64,64,64,63,63,63,64,60,60,60,64,58,56,56,56,58,56,54,54,54,56,7,11,14,3,3,1,425000
24,1.524,79.8,44,64,68,0.004405286,0,1,2,3,5,0.023071754,131,62,28,16,62,59,33,56,56,66,61,45,53,62,87,85,82,54,81,63,80,67,63,63,33,39,54,50,59,55,46,30,27,11,14,15,13,10,61,61,61,65,62,62,62,65,62,62,62,64,56,56,56,64,55,49,49,49,55,52,45,45,45,52,7,8,0,3,3,1,600000
28,1.8542,82.1,57,63,63,0.002202643,1,1,3,2,5,0.00211225,210,65,28,19,42,32,58,50,21,42,37,31,50,51,62,63,54,55,61,60,76,63,74,29,63,61,30,43,47,52,61,65,61,7,14,6,16,9,49,49,49,47,47,47,47,47,47,47,47,49,50,50,50,49,58,59,59,59,58,60,64,64,64,60,1,3,0,3,3,1,300000
31,1.524,77.1,148,66,66,0.00660793,1,1,3,2,7,0.003128332,50,69,17,15,51,49,69,62,39,61,37,44,58,53,69,73,69,61,68,54,65,82,70,40,74,67,52,45,46,51,65,66,68,13,8,13,10,9,59,59,59,58,58,58,58,58,57,57,57,60,59,59,59,60,66,65,65,65,66,67,68,68,68,67,10,0,0,1,3,0.333333333,425000
22,1.5494,69.9,23,67,78,0,0,1,2,2,3,0.008944526,114,64,28,35,66,37,62,65,37,64,50,51,64,62,74,80,70,65,75,57,70,75,72,56,46,62,63,56,47,61,60,65,63,14,6,7,13,12,60,60,60,64,62,62,62,64,63,63,63,66,64,64,64,66,68,65,65,65,68,68,65,65,65,68,6,0,0,1,3,0.333333333,1100000
26,1.7526,71.2,18,63,66,0,1,1,3,3,5,0.00332354,339,64,27,9,63,60,51,74,59,74,57,49,67,66,78,83,66,59,76,62,53,59,61,62,33,36,49,53,73,63,35,45,43,11,15,12,12,13,64,64,64,68,66,66,66,68,66,66,66,68,63,63,63,68,59,55,55,55,59,56,49,49,49,56,14,0,0,3,3,1,475000
35,1.8288,74.8,144,71,71,0.015418502,1,1,3,3,5,0.010946658,361,71,28,9,58,72,75,57,65,64,51,49,51,63,52,65,38,70,44,77,63,69,73,70,64,38,77,59,68,68,39,35,34,9,16,13,11,9,71,71,71,65,68,68,68,65,64,64,64,64,61,61,61,64,54,53,53,53,54,53,53,53,53,53,14,0,0,3,3,1,1100000
20,1.7018,66.2,44,58,72,0.004405286,1,1,3,2,5,0.003473699,97,70,21,39,32,68,46,39,45,52,38,28,38,60,75,68,61,45,61,58,61,49,59,48,27,10,58,43,61,48,24,10,14,10,8,8,10,10,59,59,59,55,57,57,57,55,53,53,53,53,45,45,45,53,37,34,34,34,37,35,31,31,31,35,14,12,0,3,2,1.5,280000
20,1.7526,73.9,144,59,68,0,1,1,3,2,5,0.002137276,106,71,28,66,41,40,56,65,41,57,48,44,54,60,56,56,57,51,71,58,57,52,53,34,61,59,36,47,51,45,53,60,65,11,10,9,11,10,52,52,52,53,53,53,53,53,54,54,54,54,56,56,56,54,58,59,59,59,58,58,59,59,59,58,2,5,0,3,1,3,200000
26,1.8288,81.2,29,66,71,0,1,1,2,2,5,0.023071754,195,66,21,26,24,40,64,53,38,31,40,60,51,40,60,61,48,57,55,70,74,51,75,65,65,62,24,32,37,55,61,74,72,16,15,14,15,14,51,51,51,43,45,45,45,43,44,44,44,43,48,48,48,43,55,59,59,59,55,59,67,67,67,59,1,0,0,2,1,2,725000
25,1.8796,78,84,63,70,0,1,1,2,2,5,0.003203412,186,64,18,30,26,37,64,52,24,17,28,29,45,52,53,62,60,49,53,62,62,53,71,55,67,68,23,24,59,64,48,67,66,6,6,13,12,11,48,48,48,41,42,42,42,41,42,42,42,41,46,46,46,41,54,57,57,57,54,57,63,63,63,57,1,0,0,3,3,1,450000
22,1.8796,78,137,57,67,0.002202643,1,1,2,2,3,0.023071754,302,65,28,28,31,54,37,60,52,67,38,24,33,60,68,71,42,37,59,63,37,49,60,57,28,15,61,55,38,60,30,17,13,5,11,7,14,6,58,58,58,58,60,60,60,58,59,59,59,57,51,51,51,57,40,38,38,38,40,37,33,33,33,37,14,8,0,3,3,1,170000
30,1.5494,74.8,28,69,69,0.019823789,1,1,4,3,3,0.010946658,343,67,9,22,60,61,53,69,66,65,63,54,66,70,73,68,59,66,62,75,59,75,70,72,55,62,62,70,62,55,64,63,63,8,9,10,14,6,67,67,67,68,68,68,68,68,69,69,69,68,69,69,69,68,67,67,67,67,67,67,64,64,64,67,4,3,7,1,1,1,1000000
19,1.8796,82.1,64,62,74,0,1,1,2,2,5,0.004940261,658,70,28,40,35,25,65,48,29,35,32,27,38,49,49,54,44,54,57,43,66,59,72,24,61,59,30,29,45,44,62,64,60,15,14,13,11,13,44,44,44,41,41,41,41,41,41,41,41,43,45,45,45,43,54,56,56,56,54,57,63,63,63,57,1,0,0,3,3,1,450000
32,1.905,83.9,125,67,67,0.008810573,1,1,3,2,5,0.003743987,251,65,28,15,43,38,75,58,35,53,34,42,59,57,43,50,55,54,62,62,65,64,77,52,59,63,39,41,61,66,67,69,67,13,12,12,14,14,54,54,54,50,51,51,51,50,52,52,52,52,56,56,56,52,60,63,63,63,60,61,68,68,68,61,1,0,0,3,1,3,525000
35,1.7526,68.9,18,68,68,0.013215859,0,1,5,3,3,0.004454744,64,70,28,11,61,72,61,55,65,77,51,52,41,71,78,75,87,61,84,66,66,55,49,71,40,30,65,36,77,58,20,17,23,13,15,15,7,8,68,68,68,69,68,68,68,69,64,64,64,65,55,55,55,65,50,43,43,43,50,47,39,39,39,47,14,8,0,3,3,1,475000
27,1.7526,67.1,76,69,69,0.002202643,1,1,4,3,5,0.008443993,147,68,19,8,61,57,63,74,55,67,58,56,69,70,70,70,63,68,77,60,62,74,58,59,64,64,61,65,57,64,57,68,66,5,9,5,7,13,65,65,65,67,67,67,67,67,68,68,68,69,70,70,70,69,69,69,69,69,69,68,66,66,66,68,4,0,0,3,3,1,1100000
28,1.7526,71.2,6,68,68,0.013215859,1,1,3,2,5,0.023071754,151,69,28,15,49,39,62,74,49,60,49,50,70,65,63,65,57,65,80,67,76,68,57,47,77,67,58,51,49,66,58,68,67,7,7,8,12,11,60,60,60,60,61,61,61,60,62,62,62,62,65,65,65,62,66,68,68,68,66,66,67,67,67,66,2,5,0,3,3,1,725000
22,1.9304,93.9,108,61,72,0,1,1,3,1,5,0.002477639,434,65,28,12,21,14,15,29,17,17,20,13,21,16,48,40,30,54,51,21,51,33,65,20,21,25,17,38,24,42,15,19,14,63,61,57,57,62,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,350000
26,1.9304,82.1,76,66,67,0.013215859,1,1,2,2,3,0.023071754,132,67,18,2,25,15,64,51,20,38,19,30,49,54,53,62,55,63,64,62,74,70,72,50,69,68,14,17,30,68,68,63,63,15,10,8,11,12,45,45,45,41,42,42,42,41,42,42,42,43,48,48,48,43,58,61,61,61,58,61,67,67,67,61,1,0,0,2,1,2,625000
25,1.8542,74.8,44,62,64,0.002202643,1,1,3,2,5,0.023071754,142,62,28,24,26,29,63,48,30,39,25,27,55,42,69,67,41,51,58,45,82,69,78,27,85,57,30,37,36,57,49,59,61,14,16,30,14,14,46,46,46,43,44,44,44,43,44,44,44,46,48,48,48,46,54,57,57,57,54,56,62,62,62,56,1,10,0,2,3,0.666666667,300000
23,1.8796,77.1,131,62,70,0.002202643,1,1,3,2,5,0.003989249,109,71,21,32,32,63,60,58,55,65,38,28,51,62,53,45,58,67,66,61,69,50,58,60,26,17,67,48,61,47,30,11,19,11,13,9,13,14,63,63,63,59,62,62,62,59,61,61,61,58,55,55,55,58,41,42,42,42,41,39,37,37,37,39,14,0,0,3,3,1,450000
22,1.8288,78.9,131,68,78,0.013215859,0,1,2,2,5,0.01445039,484,77,21,27,46,24,71,63,29,47,32,26,59,64,64,58,64,64,49,46,74,51,61,18,71,73,48,31,33,60,61,68,72,8,14,8,6,12,51,51,51,51,51,51,51,51,52,52,52,54,55,55,55,54,63,65,65,65,63,65,69,69,69,65,1,0,0,2,3,0.666666667,1300000
19,1.524,68,147,55,73,0,0,1,2,2,3,0.001741855,167,69,28,13,47,29,42,43,20,51,32,28,29,54,70,67,72,50,73,23,61,57,45,22,46,50,38,34,32,35,55,56,57,9,11,11,8,8,43,43,43,49,46,46,46,49,46,46,46,49,45,45,45,49,55,50,50,50,55,55,53,53,53,55,6,0,0,3,3,1,170000
37,1.8796,83,29,67,67,0,0,1,3,1,5,0.00061065,59,67,28,1,45,12,17,21,14,16,41,72,21,16,16,18,19,64,27,51,38,34,30,12,30,21,13,36,46,55,19,16,15,62,71,73,67,65,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,100000
22,1.905,81.2,131,55,62,0,1,1,3,1,5,0.000745794,118,69,21,35,12,9,14,22,7,13,14,11,22,15,15,29,23,41,46,25,57,26,51,5,17,7,8,26,16,35,23,10,12,55,53,51,53,61,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,90000
25,1.8288,73,18,72,75,0.024229075,1,1,4,3,3,0.036974378,144,73,28,7,71,73,53,75,74,72,75,73,68,77,67,69,72,69,69,70,39,66,55,70,44,31,71,72,73,79,27,32,47,10,7,8,10,14,71,71,71,74,73,73,73,74,74,74,74,73,69,69,69,73,59,56,56,56,59,56,46,46,46,56,12,8,7,3,3,1,3900000
28,1.8542,82.1,6,62,63,0.002202643,1,1,3,2,5,0.002222367,157,70,28,2,45,32,70,72,39,44,43,42,58,42,55,65,59,58,42,52,53,61,72,43,79,65,48,53,50,58,62,52,57,6,15,6,13,13,52,52,52,51,51,51,51,51,53,53,53,53,57,57,57,53,59,62,62,62,59,60,64,64,64,60,2,2,0,3,3,1,290000
26,1.524,74.8,18,71,73,0.013215859,1,1,3,2,7,0.02596265,163,71,28,27,51,51,53,69,40,63,44,41,64,68,66,63,65,71,76,59,84,78,75,47,83,69,37,47,35,57,70,73,70,10,14,10,12,10,59,59,59,60,60,60,60,60,61,61,61,62,64,64,64,62,69,71,71,71,69,69,72,72,72,69,2,5,0,3,3,1,2400000
35,1.8542,78.9,76,68,68,0.002202643,0,1,3,2,5,0.002032164,451,68,8,5,43,40,68,51,32,45,37,32,48,53,59,54,39,67,58,57,56,68,80,38,71,68,40,50,44,69,70,66,65,13,8,8,12,6,54,54,54,50,51,51,51,50,51,51,51,52,54,54,54,52,61,63,63,63,61,63,68,68,68,63,1,0,0,3,3,1,270000
23,1.8796,76.2,118,62,69,0.002202643,1,1,2,2,5,0.00408435,678,62,28,11,36,62,58,57,55,60,58,38,48,61,73,65,59,57,61,66,50,64,73,58,50,22,58,55,57,54,28,24,24,9,11,10,6,10,63,63,63,60,62,62,62,60,60,60,60,59,55,55,55,59,46,46,46,46,46,44,42,42,42,44,14,0,0,3,3,1,425000
35,1.8796,83,18,71,71,0.026431718,1,1,2,1,7,0.008944526,177,73,28,12,13,16,14,16,22,18,24,13,17,22,15,16,28,78,30,18,35,13,44,17,23,17,4,45,21,55,14,15,13,61,73,69,73,70,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,950000
21,1.8542,81.2,23,60,75,0,1,1,3,2,5,0.004454744,614,69,28,27,45,31,55,67,28,56,49,37,63,61,59,62,56,57,55,43,65,55,73,33,65,50,39,55,44,55,55,58,55,14,11,7,11,12,51,51,51,54,53,53,53,54,56,56,56,56,58,58,58,56,57,61,61,61,57,57,60,60,60,57,2,0,0,3,3,1,425000
34,1.6764,71.2,6,76,76,0.033039648,1,1,4,4,7,0.036473845,153,72,27,10,71,80,65,70,66,77,79,73,70,78,69,69,72,77,77,80,75,53,61,78,72,15,80,79,71,81,21,16,22,7,7,14,10,13,77,77,77,77,78,78,78,77,77,77,77,75,69,69,69,75,52,51,51,51,52,48,43,43,43,48,14,1,4,1,2,0.5,4800000
30,1.5494,68,28,63,63,0.004405286,1,1,4,2,3,0.003703945,75,64,23,30,64,55,36,52,42,68,46,47,40,61,74,74,69,62,66,56,43,65,57,53,39,30,63,56,45,52,31,28,22,9,11,14,11,9,59,59,59,64,62,62,62,64,61,61,61,63,55,55,55,63,51,45,45,45,51,48,40,40,40,48,12,11,7,1,2,0.5,350000
25,1.7526,82.1,44,65,69,0.004405286,1,1,3,2,7,0.006441861,173,62,13,10,35,61,51,58,57,65,53,33,48,62,85,88,70,60,71,69,58,67,75,60,65,15,63,55,60,50,14,27,19,8,15,12,7,13,66,66,66,64,65,65,65,64,63,63,63,63,56,56,56,63,46,45,45,45,46,44,41,41,41,44,14,7,0,3,2,1.5,725000
27,1.5494,74.8,57,66,67,0.008810573,0,1,3,2,3,0.004940261,534,70,28,2,65,31,52,64,45,61,68,49,61,65,73,74,70,64,73,52,72,67,67,50,62,60,50,48,65,56,68,66,64,10,8,12,14,7,55,55,55,61,58,58,58,61,59,59,59,62,61,61,61,62,67,65,65,65,67,67,65,65,65,67,6,7,0,3,3,1,600000
22,1.5494,69.9,96,66,74,0.017621145,1,1,2,2,3,0.009445059,294,71,21,39,41,68,65,61,55,62,52,43,50,64,71,68,68,60,58,62,68,68,67,54,53,32,69,50,64,65,38,11,17,16,15,16,8,10,66,66,66,63,65,65,65,63,63,63,63,62,57,57,57,62,48,47,47,47,48,46,43,43,43,46,14,0,0,3,3,1,975000
22,1.524,73,100,65,73,0,1,1,3,2,7,0.00794346,122,69,17,18,63,28,57,60,26,64,46,35,42,60,73,68,65,58,72,59,74,67,70,42,74,61,52,43,46,67,65,68,69,7,12,8,10,11,55,55,55,58,56,56,56,58,56,56,56,59,56,56,56,59,66,62,62,62,66,66,67,67,67,66,10,0,0,1,3,0.333333333,675000
32,1.8796,88.9,118,63,63,0.004405286,1,1,3,1,7,0.001776892,395,65,28,1,15,15,11,27,11,17,18,15,43,22,27,30,46,62,60,22,60,35,78,15,30,11,11,35,26,51,28,16,14,62,60,61,62,66,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,210000
24,1.5494,74.8,136,65,70,0,0,1,3,3,3,0.004745053,325,63,23,15,65,53,45,61,57,68,66,61,50,69,79,74,86,55,80,52,55,66,58,58,43,43,58,59,45,58,42,39,34,14,14,15,8,6,60,60,60,66,63,63,63,66,64,64,64,65,60,60,60,65,57,53,53,53,57,55,48,48,48,55,11,7,0,3,3,1,725000
22,1.524,68.9,144,64,74,0.00660793,1,1,3,3,5,0.006942394,617,71,21,72,65,48,55,60,66,67,65,38,58,66,67,67,68,64,66,73,64,65,61,64,58,61,59,55,46,50,61,67,61,8,15,6,5,6,62,62,62,64,63,63,63,64,63,63,63,64,63,63,63,64,65,63,63,63,65,65,63,63,63,65,10,11,0,3,3,1,625000
36,1.9304,83,123,74,74,0.04185022,0,2,3,1,3,0.011947724,134,74,28,1,13,14,15,34,15,11,15,13,27,28,35,35,57,73,51,23,68,25,68,14,33,26,16,51,22,51,23,15,13,75,71,66,70,77,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,1300000
27,1.524,77.1,44,64,64,0.00660793,1,1,3,3,5,0.00409436,127,61,23,7,64,59,59,55,49,64,50,43,51,62,88,92,86,51,83,59,63,65,70,53,48,33,59,56,58,58,32,41,36,15,16,16,8,9,63,63,63,66,63,63,63,66,62,62,62,65,56,56,56,65,55,50,50,50,55,54,49,49,49,54,11,0,0,1,3,0.333333333,475000
27,1.7526,69.9,103,69,70,0.00660793,0,1,4,3,5,0.007442927,230,66,7,22,76,51,42,66,52,70,75,64,69,65,78,78,75,62,78,74,65,74,56,58,73,66,62,63,71,59,61,66,69,15,10,7,10,9,63,63,63,68,66,66,66,68,67,67,67,69,67,67,67,69,70,67,67,67,70,69,64,64,64,69,6,0,0,1,3,0.333333333,1000000
24,1.7272,68,28,51,57,0.002202643,1,1,3,2,7,0.00052556,561,67,21,27,46,53,43,40,42,52,37,33,30,54,70,71,78,34,80,61,84,41,36,44,26,24,46,42,47,44,31,20,29,13,8,8,12,9,51,51,51,53,51,51,51,53,50,50,50,50,42,42,42,50,41,35,35,35,41,40,35,35,35,40,12,0,0,3,3,1,50000
35,1.8288,77.1,18,70,70,0.017621145,1,1,2,1,5,0.006441861,133,68,5,1,11,8,9,20,8,9,9,23,18,17,33,42,39,66,37,23,77,33,59,9,39,13,13,62,24,56,27,8,9,69,73,58,63,74,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,725000
26,1.8288,74.8,137,70,72,0.011013216,0,1,3,3,5,0.015451456,373,68,28,10,64,65,50,70,52,68,66,66,65,68,75,71,77,63,77,65,70,62,68,62,54,46,71,73,66,66,42,43,31,12,13,14,8,9,67,67,67,70,69,69,69,70,70,70,70,70,67,67,67,70,58,58,58,58,58,56,52,52,52,56,0,11,0,1,2,0.5,2200000
27,1.9304,83,103,68,69,0.008810573,1,1,3,2,5,0.00794346,416,67,27,9,28,70,80,65,65,39,33,26,52,66,44,52,40,65,50,72,71,64,83,64,63,25,74,41,73,50,27,23,20,10,8,6,6,12,68,68,68,56,62,62,62,56,59,59,59,55,56,56,56,55,44,49,49,49,44,43,47,47,47,43,14,0,0,3,3,1,1100000
21,1.8796,78,57,65,77,0,1,1,3,2,5,0.006942394,1,65,9,8,41,38,63,69,27,52,34,40,67,65,66,65,64,57,57,51,66,57,72,42,66,64,43,58,41,54,65,66,59,14,11,7,6,7,55,55,55,56,56,56,56,56,59,59,59,58,62,62,62,58,61,66,66,66,61,62,66,66,66,62,2,2,0,3,3,1,850000
26,1.7272,74.8,147,66,68,0.002202643,0,1,2,2,5,0.004860176,497,69,28,4,58,39,62,63,46,63,58,34,56,62,76,71,67,64,73,68,80,76,64,62,74,65,50,54,49,61,60,64,63,15,6,15,7,16,59,59,59,61,61,61,61,61,61,61,61,63,62,62,62,63,66,65,65,65,66,66,66,66,66,66,6,0,0,2,1,2,625000
30,1.8288,79.8,57,71,71,0.00660793,1,1,3,1,5,0.011947724,232,68,5,1,14,12,19,34,20,18,13,12,36,31,52,44,44,64,38,34,76,34,61,15,21,17,9,45,36,47,15,12,12,74,70,59,65,76,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,59.67457253,58.9429517,58.9429517,58.9429517,59.67457253,58.97068789,57.72161374,57.72161374,57.72161374,58.97068789,5,0,0,3,3,1,1500000
24,1.8288,79.8,131,63,72,0.004405286,1,1,3,2,5,0.005941328,482,77,21,28,33,30,67,62,30,31,34,31,56,60,44,50,30,49,56,49,62,43,69,28,51,64,28,36,43,58,50,70,71,15,13,8,13,7,46,46,46,43,44,44,44,43,45,45,45,45,51,51,51,45,55,60,60,60,55,58,64,64,64,58,1,0,0,3,3,1,500000
25,1.8542,81.2,57,64,69,0.002202643,1,1,3,2,5,0.003753998,607,63,19,17,49,41,56,65,48,48,73,68,68,62,60,61,69,52,57,63,76,76,71,52,61,66,47,60,33,64,59,62,57,10,16,7,7,15,55,55,55,56,56,56,56,56,58,58,58,58,62,62,62,58,62,65,65,65,62,62,63,63,63,62,2,2,0,3,1,3,500000
30,1.524,77.1,136,63,63,0,1,1,1,2,5,0.001686796,683,63,26,2,50,34,36,57,33,58,56,29,45,55,83,84,70,57,74,47,69,82,64,41,60,56,49,44,40,56,58,63,64,8,14,12,10,11,52,52,52,57,55,55,55,57,55,55,55,59,55,55,55,59,64,60,60,60,64,64,60,60,60,64,13,0,0,1,3,0.333333333,280000
21,1.524,64,44,70,81,0.039647577,1,1,3,3,3,0.031969047,430,72,28,14,67,64,42,66,48,71,64,46,64,69,80,83,86,65,67,62,63,85,54,64,53,63,58,67,44,70,50,62,63,15,16,13,13,8,64,64,64,70,68,68,68,70,69,69,69,71,68,68,68,71,69,65,65,65,69,68,60,60,60,68,7,11,0,1,1,1,3100000
